timestamp,symbol,price,ADX,ATR_val,ATR_pct,SuperTracker_osc,SuperTracker_sig,ADX_req,MACD_up,Super_up,VWAP_plus,BB_breakout,RSI_overbought,Vol_spike,ATR_ge,ATRpct_ge,Range_ge,Gap_ge,Price_gt_SMA,signals
2025-08-11T13:37:36.122090,AMT,207.65,45.35,0.37,0.18,78.73,78.73,1,1,0,0,1,1,0,0,0,0,0,1,ADX>=thresh;MACD_cross_up;BB_breakout;RSI_overbought;Price>SMA20
2025-08-11T13:37:36.772056,AWK,146.05,26.02,0.23,0.16,61.92,61.92,1,1,0,0,1,1,0,0,0,0,0,1,ADX>=thresh;MACD_cross_up;BB_breakout;RSI_overbought;Price>SMA20
2025-08-11T13:37:39.588630,AMGN,291.27,25.18,0.62,0.21,76.20,76.20,1,1,0,0,1,1,0,0,0,0,0,1,ADX>=thresh;MACD_cross_up;BB_breakout;RSI_overbought;Price>SMA20
2025-08-11T13:37:40.684579,ADI,226.87,24.54,0.51,0.23,90.69,90.69,1,1,0,0,1,1,0,0,0,0,0,1,ADX>=thresh;MACD_cross_up;BB_breakout;RSI_overbought;Price>SMA20
2025-08-11T13:37:41.767115,AON,367.76,30.54,0.53,0.14,67.80,67.80,1,1,0,0,1,1,0,0,0,0,0,1,ADX>=thresh;MACD_cross_up;BB_breakout;RSI_overbought;Price>SMA20
2025-08-11T13:37:42.539056,APA,20.48,20.09,0.11,0.54,77.08,77.08,1,1,0,0,1,1,0,0,1,0,0,1,ADX>=thresh;MACD_cross_up;BB_breakout;RSI_overbought;ATR>=pct;Price>SMA20
2025-08-11T13:37:43.139583,APO,142.82,60.19,0.33,0.23,46.78,46.78,1,1,0,0,1,1,0,0,0,0,0,1,ADX>=thresh;MACD_cross_up;BB_breakout;RSI_overbought;Price>SMA20
2025-08-11T13:37:44.156275,AMAT,188.70,20.98,0.48,0.26,118.94,118.94,1,1,0,0,1,1,0,0,0,0,0,1,ADX>=thresh;MACD_cross_up;BB_breakout;RSI_overbought;Price>SMA20
2025-08-11T13:37:44.820236,APTV,67.82,32.75,0.20,0.29,95.21,95.21,1,1,0,0,1,1,0,0,0,0,0,1,ADX>=thresh;MACD_cross_up;BB_breakout;RSI_overbought;Price>SMA20
2025-08-11T13:37:45.399153,ACGL,89.12,25.01,0.10,0.11,32.77,32.77,1,1,0,0,1,1,0,0,0,0,0,1,ADX>=thresh;MACD_cross_up;BB_breakout;RSI_overbought;Price>SMA20
2025-08-11T13:37:46.054737,ADM,58.33,22.47,0.15,0.25,81.08,81.08,1,1,0,0,1,1,0,0,0,0,0,1,ADX>=thresh;MACD_cross_up;BB_breakout;RSI_overbought;Price>SMA20
2025-08-11T13:37:46.862581,ANET,139.53,50.51,0.37,0.26,75.10,75.10,1,1,0,0,1,1,0,0,0,0,0,1,ADX>=thresh;MACD_cross_up;BB_breakout;RSI_overbought;Price>SMA20
2025-08-11T13:37:48.736680,T,28.25,23.92,0.04,0.15,52.00,52.00,1,1,0,0,1,1,0,0,0,0,0,1,ADX>=thresh;MACD_cross_up;BB_breakout;RSI_overbought;Price>SMA20
2025-08-11T13:37:50.517793,ADP,306.85,22.79,0.39,0.13,90.98,90.98,1,1,0,0,1,1,0,0,0,0,0,1,ADX>=thresh;MACD_cross_up;BB_breakout;RSI_overbought;Price>SMA20
2025-08-11T13:37:51.251293,AZO,4055.63,25.02,7.03,0.17,38.83,38.83,1,1,0,0,1,0,0,1,0,0,0,1,ADX>=thresh;MACD_cross_up;BB_breakout;ATR>=abs;Price>SMA20
2025-08-11T13:37:53.204539,AVY,171.55,35.11,0.21,0.12,21.18,21.18,1,1,0,0,1,1,0,0,0,0,0,1,ADX>=thresh;MACD_cross_up;BB_breakout;RSI_overbought;Price>SMA20
2025-08-11T13:37:55.303346,BALL,54.40,32.00,0.09,0.16,80.91,80.91,1,1,0,0,1,1,0,0,0,0,0,1,ADX>=thresh;MACD_cross_up;BB_breakout;RSI_overbought;Price>SMA20
2025-08-11T13:37:56.687815,BAX,23.82,25.93,0.09,0.40,37.86,37.86,1,1,0,0,0,1,0,0,0,0,0,1,ADX>=thresh;MACD_cross_up;RSI_overbought;Price>SMA20
2025-08-11T13:37:57.449545,BDX,194.21,60.72,0.36,0.19,55.22,55.22,1,1,0,0,1,1,0,0,0,0,0,1,ADX>=thresh;MACD_cross_up;BB_breakout;RSI_overbought;Price>SMA20
2025-08-11T13:37:58.138640,BRK-B,0.00,20.37,0.68,inf,79.94,79.94,1,1,0,0,0,1,0,0,1,0,0,0,ADX>=thresh;MACD_cross_up;RSI_overbought;ATR>=pct
2025-08-11T13:37:59.276446,BBY,69.92,35.94,0.20,0.29,82.57,82.57,1,1,0,0,1,1,0,0,0,0,0,1,ADX>=thresh;MACD_cross_up;BB_breakout;RSI_overbought;Price>SMA20
2025-08-11T13:38:00.317039,TECH,50.73,66.87,0.28,0.55,98.20,98.20,1,1,0,0,0,0,0,0,1,0,0,1,ADX>=thresh;MACD_cross_up;ATR>=pct;Price>SMA20
2025-08-11T13:38:00.960205,BIIB,133.17,50.86,0.58,0.44,81.93,81.93,1,1,0,0,1,1,0,0,0,0,0,1,ADX>=thresh;MACD_cross_up;BB_breakout;RSI_overbought;Price>SMA20
2025-08-11T13:38:01.635285,BLK,1127.48,29.30,1.56,0.14,51.00,51.00,1,1,0,0,1,1,0,0,0,0,0,1,ADX>=thresh;MACD_cross_up;BB_breakout;RSI_overbought;Price>SMA20
2025-08-11T13:38:02.347470,BX,170.33,55.53,0.36,0.21,60.10,60.10,1,1,0,0,1,1,0,0,0,0,0,1,ADX>=thresh;MACD_cross_up;BB_breakout;RSI_overbought;Price>SMA20
2025-08-11T13:38:05.196180,BMY,46.23,33.89,0.11,0.23,57.15,57.15,1,1,0,0,1,1,0,0,0,0,0,1,ADX>=thresh;MACD_cross_up;BB_breakout;RSI_overbought;Price>SMA20
2025-08-11T13:38:08.296720,BRO,94.19,28.19,0.18,0.19,61.46,61.46,1,1,0,0,1,1,0,0,0,0,0,1,ADX>=thresh;MACD_cross_up;BB_breakout;RSI_overbought;Price>SMA20
2025-08-11T13:38:09.451073,BF-B,0.00,23.57,0.08,inf,76.02,76.02,1,1,0,0,0,1,0,0,1,0,0,0,ADX>=thresh;MACD_cross_up;RSI_overbought;ATR>=pct
2025-08-11T13:38:10.167088,BLDR,133.33,42.10,0.36,0.27,50.35,50.35,1,1,0,0,0,1,0,0,0,0,0,1,ADX>=thresh;MACD_cross_up;RSI_overbought;Price>SMA20
2025-08-11T13:38:10.833554,BG,83.48,27.93,0.16,0.20,59.09,59.09,1,1,0,0,0,1,0,0,0,0,0,1,ADX>=thresh;MACD_cross_up;RSI_overbought;Price>SMA20
2025-08-11T13:38:16.147612,CAH,157.68,24.80,0.27,0.17,80.86,80.86,1,1,0,0,1,1,0,0,0,0,0,1,ADX>=thresh;MACD_cross_up;BB_breakout;RSI_overbought;Price>SMA20
2025-08-11T13:38:16.987123,KMX,56.05,24.69,0.18,0.31,72.18,72.18,1,1,0,0,1,1,0,0,0,0,0,1,ADX>=thresh;MACD_cross_up;BB_breakout;RSI_overbought;Price>SMA20
2025-08-11T13:38:19.174869,CBOE,253.10,29.62,0.45,0.18,52.37,52.37,1,1,0,0,1,1,0,0,0,0,0,1,ADX>=thresh;MACD_cross_up;BB_breakout;RSI_overbought;Price>SMA20
2025-08-11T13:38:20.333611,CDW,164.53,22.16,0.37,0.22,51.61,51.61,1,1,0,0,1,1,0,0,0,0,0,1,ADX>=thresh;MACD_cross_up;BB_breakout;RSI_overbought;Price>SMA20
2025-08-11T13:38:21.442955,CNC,26.00,44.84,0.11,0.42,77.34,77.34,1,1,0,0,1,1,0,0,0,0,0,1,ADX>=thresh;MACD_cross_up;BB_breakout;RSI_overbought;Price>SMA20
2025-08-11T13:38:22.734685,CF,82.84,22.57,0.35,0.42,84.35,84.35,1,1,0,0,1,1,0,0,0,0,0,1,ADX>=thresh;MACD_cross_up;BB_breakout;RSI_overbought;Price>SMA20
2025-08-11T13:38:23.461840,CRL,150.60,28.00,0.42,0.28,84.88,84.88,1,1,0,0,0,1,0,0,0,0,0,1,ADX>=thresh;MACD_cross_up;RSI_overbought;Price>SMA20
2025-08-11T13:38:24.176242,SCHW,97.23,20.94,0.12,0.12,75.10,75.10,1,1,0,0,1,1,0,0,0,0,0,1,ADX>=thresh;MACD_cross_up;BB_breakout;RSI_overbought;Price>SMA20
2025-08-11T13:38:24.786601,CHTR,262.53,52.04,0.80,0.30,77.46,77.46,1,1,0,0,1,1,0,0,0,0,0,1,ADX>=thresh;MACD_cross_up;BB_breakout;RSI_overbought;Price>SMA20
2025-08-11T13:38:25.503451,CVX,155.62,28.42,0.25,0.16,50.12,50.12,1,1,0,0,1,1,0,0,0,0,0,1,ADX>=thresh;MACD_cross_up;BB_breakout;RSI_overbought;Price>SMA20
2025-08-11T13:38:27.760277,CB,272.26,20.85,0.36,0.13,56.18,56.18,1,1,0,0,0,1,0,0,0,0,0,1,ADX>=thresh;MACD_cross_up;RSI_overbought;Price>SMA20
2025-08-11T13:38:29.088902,CI,279.17,27.31,0.65,0.23,87.29,87.29,1,1,0,0,1,1,0,0,0,0,0,1,ADX>=thresh;MACD_cross_up;BB_breakout;RSI_overbought;Price>SMA20
2025-08-11T13:38:30.063960,CINF,150.76,41.80,0.25,0.17,81.10,81.10,1,1,0,0,1,1,0,0,0,0,0,1,ADX>=thresh;MACD_cross_up;BB_breakout;RSI_overbought;Price>SMA20
2025-08-11T13:38:32.201803,C,93.09,23.86,0.19,0.20,51.20,51.20,1,1,0,0,1,0,0,0,0,0,0,1,ADX>=thresh;MACD_cross_up;BB_breakout;Price>SMA20
2025-08-11T13:38:33.813829,CME,283.58,36.48,0.46,0.16,66.90,66.90,1,1,0,0,1,1,0,0,0,0,0,1,ADX>=thresh;MACD_cross_up;BB_breakout;RSI_overbought;Price>SMA20
2025-08-11T13:38:35.799240,CTSH,70.44,25.96,0.15,0.22,78.99,78.99,1,1,0,0,1,1,0,0,0,0,0,1,ADX>=thresh;MACD_cross_up;BB_breakout;RSI_overbought;Price>SMA20
2025-08-11T13:38:36.354814,COIN,323.08,42.66,2.19,0.68,90.76,90.76,1,1,0,0,1,1,0,1,1,0,0,1,ADX>=thresh;MACD_cross_up;BB_breakout;RSI_overbought;ATR>=abs;ATR>=pct;Price>SMA20
2025-08-11T13:38:37.595891,CMCSA,32.07,36.05,0.07,0.21,79.23,79.23,1,1,0,0,1,1,0,0,0,0,0,1,ADX>=thresh;MACD_cross_up;BB_breakout;RSI_overbought;Price>SMA20
2025-08-11T13:38:38.366545,CAG,19.40,23.97,0.05,0.26,77.55,77.55,1,1,0,0,0,1,0,0,0,0,0,1,ADX>=thresh;MACD_cross_up;RSI_overbought;Price>SMA20
2025-08-11T13:38:39.048521,COP,95.36,24.14,0.32,0.33,68.07,68.07,1,1,0,0,1,1,0,0,0,0,0,1,ADX>=thresh;MACD_cross_up;BB_breakout;RSI_overbought;Price>SMA20
2025-08-11T13:38:41.472472,CPRT,46.37,35.52,0.08,0.17,47.45,47.45,1,1,0,0,1,1,0,0,0,0,0,1,ADX>=thresh;MACD_cross_up;BB_breakout;RSI_overbought;Price>SMA20
2025-08-11T13:38:44.732763,CTRA,24.18,26.65,0.05,0.20,47.32,47.32,1,1,0,0,1,1,0,0,0,0,0,1,ADX>=thresh;MACD_cross_up;BB_breakout;RSI_overbought;Price>SMA20
2025-08-11T13:38:45.377668,CRWD,428.69,23.47,1.44,0.33,77.73,77.73,1,1,0,0,1,1,0,0,0,0,0,1,ADX>=thresh;MACD_cross_up;BB_breakout;RSI_overbought;Price>SMA20
2025-08-11T13:38:46.975227,CMI,392.40,22.08,0.89,0.23,102.02,102.02,1,1,0,0,1,1,0,0,0,0,0,1,ADX>=thresh;MACD_cross_up;BB_breakout;RSI_overbought;Price>SMA20
2025-08-11T13:38:47.601456,CVS,66.03,25.79,0.17,0.26,73.49,73.49,1,1,0,0,1,1,0,0,0,0,0,1,ADX>=thresh;MACD_cross_up;BB_breakout;RSI_overbought;Price>SMA20
2025-08-11T13:38:49.866078,DHR,201.85,68.42,0.36,0.18,49.71,49.71,1,1,0,0,1,1,0,0,0,0,0,1,ADX>=thresh;MACD_cross_up;BB_breakout;RSI_overbought;Price>SMA20
2025-08-11T13:38:51.390635,DAY,51.63,21.79,0.14,0.28,27.27,27.27,1,1,0,0,1,1,0,0,0,0,0,1,ADX>=thresh;MACD_cross_up;BB_breakout;RSI_overbought;Price>SMA20
2025-08-11T13:38:52.037326,DECK,101.81,51.73,0.26,0.25,65.27,65.27,1,1,0,0,0,1,0,0,0,0,0,1,ADX>=thresh;MACD_cross_up;RSI_overbought;Price>SMA20
2025-08-11T13:38:52.827006,DE,514.54,24.46,1.02,0.20,71.82,71.82,1,1,0,0,1,1,0,0,0,0,0,1,ADX>=thresh;MACD_cross_up;BB_breakout;RSI_overbought;Price>SMA20
2025-08-11T13:38:53.536111,DELL,138.18,25.50,0.39,0.28,60.02,60.02,1,1,0,0,1,1,0,0,0,0,0,1,ADX>=thresh;MACD_cross_up;BB_breakout;RSI_overbought;Price>SMA20
2025-08-11T13:38:54.891909,DVN,33.49,27.34,0.09,0.26,70.46,70.46,1,1,0,0,1,1,0,0,0,0,0,1,ADX>=thresh;MACD_cross_up;BB_breakout;RSI_overbought;Price>SMA20
2025-08-11T13:38:59.450292,DOV,174.75,42.91,0.26,0.15,82.72,82.72,1,1,0,0,1,1,0,0,0,0,0,1,ADX>=thresh;MACD_cross_up;BB_breakout;RSI_overbought;Price>SMA20
2025-08-11T13:39:00.749050,DHI,157.49,22.47,0.40,0.26,90.86,90.86,1,1,0,0,1,1,0,0,0,0,0,1,ADX>=thresh;MACD_cross_up;BB_breakout;RSI_overbought;Price>SMA20
2025-08-11T13:39:03.040223,EMN,62.20,22.57,0.16,0.26,78.88,78.88,1,1,0,0,0,1,0,0,0,0,0,1,ADX>=thresh;MACD_cross_up;RSI_overbought;Price>SMA20
2025-08-11T13:39:04.102461,EBAY,94.91,22.56,0.25,0.26,126.84,126.84,1,1,0,0,1,1,0,0,0,0,0,1,ADX>=thresh;MACD_cross_up;BB_breakout;RSI_overbought;Price>SMA20
2025-08-11T13:39:04.744734,ECL,273.67,54.33,0.38,0.14,74.96,74.96,1,1,0,0,1,1,0,0,0,0,0,1,ADX>=thresh;MACD_cross_up;BB_breakout;RSI_overbought;Price>SMA20
2025-08-11T13:39:06.149567,EIX,55.00,42.16,0.22,0.40,75.22,75.22,1,1,0,0,1,1,0,0,0,0,0,1,ADX>=thresh;MACD_cross_up;BB_breakout;RSI_overbought;Price>SMA20
2025-08-11T13:39:07.180001,EA,174.31,45.01,0.97,0.56,111.45,111.45,1,1,0,0,1,1,0,0,1,0,0,1,ADX>=thresh;MACD_cross_up;BB_breakout;RSI_overbought;ATR>=pct;Price>SMA20
2025-08-11T13:39:07.815599,ELV,297.07,23.77,0.97,0.33,72.80,72.80,1,1,0,0,0,1,0,0,0,0,0,1,ADX>=thresh;MACD_cross_up;RSI_overbought;Price>SMA20
2025-08-11T13:39:09.835007,EMR,133.22,22.69,0.23,0.17,41.68,41.68,1,1,0,0,1,0,0,0,0,0,0,1,ADX>=thresh;MACD_cross_up;BB_breakout;Price>SMA20
2025-08-11T13:39:10.433743,ENPH,33.78,32.34,0.24,0.72,103.66,103.66,1,1,0,0,1,1,0,0,1,0,0,1,ADX>=thresh;MACD_cross_up;BB_breakout;RSI_overbought;ATR>=pct;Price>SMA20
2025-08-11T13:39:11.765503,EOG,117.76,26.41,0.34,0.29,81.98,81.98,1,1,0,0,1,1,0,0,0,0,0,1,ADX>=thresh;MACD_cross_up;BB_breakout;RSI_overbought;Price>SMA20
2025-08-11T13:39:12.384709,EPAM,164.09,27.67,0.85,0.52,79.05,79.05,1,1,0,0,1,1,0,0,1,0,0,1,ADX>=thresh;MACD_cross_up;BB_breakout;RSI_overbought;ATR>=pct;Price>SMA20
2025-08-11T13:39:13.110329,EQT,51.38,49.22,0.10,0.20,54.44,54.44,1,1,0,0,0,1,0,0,0,0,0,1,ADX>=thresh;MACD_cross_up;RSI_overbought;Price>SMA20
2025-08-11T13:39:16.542993,EL,91.58,30.05,0.26,0.28,56.59,56.59,1,1,0,0,1,1,0,0,0,0,0,1,ADX>=thresh;MACD_cross_up;BB_breakout;RSI_overbought;Price>SMA20
2025-08-11T13:39:18.151487,ES,65.56,32.22,0.13,0.20,84.59,84.59,1,1,0,0,1,1,0,0,0,0,0,1,ADX>=thresh;MACD_cross_up;BB_breakout;RSI_overbought;Price>SMA20
2025-08-11T13:39:19.317477,EXE,99.34,40.11,0.21,0.21,60.36,60.36,1,1,0,0,1,1,0,0,0,0,0,1,ADX>=thresh;MACD_cross_up;BB_breakout;RSI_overbought;Price>SMA20
2025-08-11T13:39:19.923275,EXPE,197.38,31.89,0.97,0.49,53.56,53.56,1,1,0,0,1,1,0,0,0,0,0,1,ADX>=thresh;MACD_cross_up;BB_breakout;RSI_overbought;Price>SMA20
2025-08-11T13:39:21.837885,XOM,107.22,39.65,0.18,0.16,59.17,59.17,1,1,0,0,0,1,0,0,0,0,0,1,ADX>=thresh;MACD_cross_up;RSI_overbought;Price>SMA20
2025-08-11T13:39:23.130951,FDS,384.24,59.15,0.66,0.17,58.71,58.71,1,1,0,0,1,1,0,0,0,0,0,1,ADX>=thresh;MACD_cross_up;BB_breakout;RSI_overbought;Price>SMA20
2025-08-11T13:39:25.321098,FDX,230.71,21.79,0.57,0.25,96.77,96.77,1,1,0,0,1,1,0,0,0,0,0,1,ADX>=thresh;MACD_cross_up;BB_breakout;RSI_overbought;Price>SMA20
2025-08-11T13:39:26.007788,FIS,71.69,46.51,0.19,0.27,71.04,71.04,1,1,0,0,1,1,0,0,0,0,0,1,ADX>=thresh;MACD_cross_up;BB_breakout;RSI_overbought;Price>SMA20
2025-08-11T13:39:27.132756,FSLR,186.40,26.75,0.70,0.38,66.45,66.45,1,1,0,0,1,1,0,0,0,0,0,1,ADX>=thresh;MACD_cross_up;BB_breakout;RSI_overbought;Price>SMA20
2025-08-11T13:39:28.432724,FI,134.83,45.33,0.35,0.26,98.91,98.91,1,1,0,0,1,1,0,0,0,0,0,1,ADX>=thresh;MACD_cross_up;BB_breakout;RSI_overbought;Price>SMA20
2025-08-11T13:39:29.017756,F,11.52,30.62,0.03,0.26,93.07,93.07,1,1,0,0,1,1,0,0,0,0,0,1,ADX>=thresh;MACD_cross_up;BB_breakout;RSI_overbought;Price>SMA20
2025-08-11T13:39:29.656412,FTNT,75.78,38.01,0.39,0.52,83.28,83.28,1,1,0,0,1,1,0,0,1,0,0,1,ADX>=thresh;MACD_cross_up;BB_breakout;RSI_overbought;ATR>=pct;Price>SMA20
2025-08-11T13:39:30.651436,FOXA,54.50,55.93,0.13,0.25,71.82,71.82,1,1,0,0,1,1,0,0,0,0,0,1,ADX>=thresh;MACD_cross_up;BB_breakout;RSI_overbought;Price>SMA20
2025-08-11T13:39:31.294316,FOX,49.69,57.09,0.11,0.23,62.50,62.50,1,1,0,0,1,1,0,0,0,0,0,1,ADX>=thresh;MACD_cross_up;BB_breakout;RSI_overbought;Price>SMA20
2025-08-11T13:39:31.891769,BEN,25.15,37.30,0.04,0.15,64.76,64.76,1,1,0,0,1,1,0,0,0,0,0,1,ADX>=thresh;MACD_cross_up;BB_breakout;RSI_overbought;Price>SMA20
2025-08-11T13:39:32.577094,FCX,41.98,51.90,0.10,0.25,84.81,84.81,1,1,0,0,1,0,0,0,0,0,0,1,ADX>=thresh;MACD_cross_up;BB_breakout;Price>SMA20
2025-08-11T13:39:34.483283,IT,230.92,25.52,0.88,0.38,73.98,73.98,1,1,0,0,1,1,0,0,0,0,0,1,ADX>=thresh;MACD_cross_up;BB_breakout;RSI_overbought;Price>SMA20
2025-08-11T13:39:35.604555,GEHC,72.58,29.04,0.15,0.21,68.86,68.86,1,1,0,0,1,1,0,0,0,0,0,1,ADX>=thresh;MACD_cross_up;BB_breakout;RSI_overbought;Price>SMA20
2025-08-11T13:39:37.100388,GEN,30.84,69.24,0.13,0.43,61.74,61.74,1,1,0,0,1,1,0,0,0,0,0,1,ADX>=thresh;MACD_cross_up;BB_breakout;RSI_overbought;Price>SMA20
2025-08-11T13:39:37.761280,GNRC,199.66,36.00,0.51,0.25,111.40,111.40,1,1,0,0,1,1,0,0,0,0,0,1,ADX>=thresh;MACD_cross_up;BB_breakout;RSI_overbought;Price>SMA20
2025-08-11T13:39:39.592718,GM,54.70,31.89,0.15,0.27,106.65,106.65,1,1,0,0,1,1,0,0,0,0,0,1,ADX>=thresh;MACD_cross_up;BB_breakout;RSI_overbought;Price>SMA20
2025-08-11T13:39:41.297522,GPN,82.31,48.02,0.26,0.32,64.88,64.88,1,1,0,0,1,1,0,0,0,0,0,1,ADX>=thresh;MACD_cross_up;BB_breakout;RSI_overbought;Price>SMA20
2025-08-11T13:39:44.821020,HCA,384.01,22.25,0.90,0.23,111.09,111.09,1,1,0,0,1,1,0,0,0,0,0,1,ADX>=thresh;MACD_cross_up;BB_breakout;RSI_overbought;Price>SMA20
2025-08-11T13:39:45.485712,DOC,17.05,20.64,0.03,0.17,45.99,45.99,1,1,0,0,1,1,0,0,0,0,0,1,ADX>=thresh;MACD_cross_up;BB_breakout;RSI_overbought;Price>SMA20
2025-08-11T13:39:46.161449,HSIC,66.16,24.17,0.17,0.26,49.12,49.12,1,1,0,0,1,1,0,0,0,0,0,1,ADX>=thresh;MACD_cross_up;BB_breakout;RSI_overbought;Price>SMA20
2025-08-11T13:39:47.569244,HPE,21.00,30.48,0.06,0.26,95.89,95.89,1,1,0,0,1,1,0,0,0,0,0,1,ADX>=thresh;MACD_cross_up;BB_breakout;RSI_overbought;Price>SMA20
2025-08-11T13:39:48.603673,HOLX,68.42,53.67,0.14,0.21,75.02,75.02,1,1,0,0,1,1,0,0,0,0,0,1,ADX>=thresh;MACD_cross_up;BB_breakout;RSI_overbought;Price>SMA20
2025-08-11T13:39:49.233552,HD,390.28,21.46,0.63,0.16,69.97,69.97,1,1,0,0,1,1,0,0,0,0,0,1,ADX>=thresh;MACD_cross_up;BB_breakout;RSI_overbought;Price>SMA20
2025-08-11T13:39:51.809810,HPQ,26.29,39.25,0.07,0.27,75.74,75.74,1,1,0,0,1,1,0,0,0,0,0,1,ADX>=thresh;MACD_cross_up;BB_breakout;RSI_overbought;Price>SMA20
2025-08-11T13:39:52.910349,HUM,269.86,61.91,1.05,0.39,40.31,40.31,1,1,0,0,1,1,0,0,0,0,0,1,ADX>=thresh;MACD_cross_up;BB_breakout;RSI_overbought;Price>SMA20
2025-08-11T13:39:54.208837,HII,268.52,34.11,0.85,0.32,82.50,82.50,1,1,0,0,1,1,0,0,0,0,0,1,ADX>=thresh;MACD_cross_up;BB_breakout;RSI_overbought;Price>SMA20
2025-08-11T13:39:55.490169,IEX,159.31,31.97,0.28,0.18,74.74,74.74,1,1,0,0,1,1,0,0,0,0,0,1,ADX>=thresh;MACD_cross_up;BB_breakout;RSI_overbought;Price>SMA20
2025-08-11T13:39:56.076622,IDXX,662.52,47.12,1.47,0.22,71.23,71.23,1,1,0,0,1,1,0,0,0,0,0,1,ADX>=thresh;MACD_cross_up;BB_breakout;RSI_overbought;Price>SMA20
2025-08-11T13:39:59.000404,INTC,20.93,48.33,0.13,0.62,123.77,123.77,1,1,0,0,1,1,0,0,1,0,0,1,ADX>=thresh;MACD_cross_up;BB_breakout;RSI_overbought;ATR>=pct;Price>SMA20
2025-08-11T13:40:01.037715,IPG,25.33,35.55,0.07,0.28,73.88,73.88,1,1,0,0,1,1,0,0,0,0,0,1,ADX>=thresh;MACD_cross_up;BB_breakout;RSI_overbought;Price>SMA20
2025-08-11T13:40:03.640514,IQV,181.57,55.06,0.40,0.22,80.50,80.50,1,1,0,0,1,1,0,0,0,0,0,1,ADX>=thresh;MACD_cross_up;BB_breakout;RSI_overbought;Price>SMA20
2025-08-11T13:40:05.433003,JBL,226.20,31.32,0.62,0.27,72.39,72.39,1,1,0,0,1,1,0,0,0,0,0,1,ADX>=thresh;MACD_cross_up;BB_breakout;RSI_overbought;Price>SMA20
2025-08-11T13:40:06.737633,J,148.98,31.41,0.25,0.17,66.23,66.23,1,1,0,0,1,1,0,0,0,0,0,1,ADX>=thresh;MACD_cross_up;BB_breakout;RSI_overbought;Price>SMA20
2025-08-11T13:40:07.951493,JCI,105.59,28.59,0.16,0.15,82.73,82.73,1,1,0,0,1,1,0,0,0,0,0,1,ADX>=thresh;MACD_cross_up;BB_breakout;RSI_overbought;Price>SMA20
2025-08-11T13:40:08.663259,JPM,290.17,51.36,0.43,0.15,70.22,70.22,1,1,0,0,1,1,0,0,0,0,0,1,ADX>=thresh;MACD_cross_up;BB_breakout;RSI_overbought;Price>SMA20
2025-08-11T13:40:14.484925,KLAC,928.50,33.17,2.55,0.27,106.01,106.01,1,1,0,0,1,1,0,1,0,0,0,1,ADX>=thresh;MACD_cross_up;BB_breakout;RSI_overbought;ATR>=abs;Price>SMA20
